Person_ID,Name,Age,Gender,Sexual_Orientation,Era,Relationship_Start_Date,Relationship_End_Date,Relationship_Duration,Relationship_Type,Commitment_Level,Breakup_Reason,Conflict_Frequency,First_Fight_Topic,Last_Text_Exchanged,Mutual_Breakup,Closure_Given,Rebound_After_Days,Avg_Texts_Per_Day,First_Message,Sweet_Terms_Used,Ghosting_Days_Count,Longest_Conversation,Streak_Days,Deleted_Texts_Count,Mood_Before,Mood_During,Mood_After,Trust_Score,Emotional_Dependency_Score,Regret_Level,Self_Esteem_After,Lessons_Learned,Playlist_Shared,Theme_Song,Photos_Shared_Count,Places_Visited_Together,Anniversary_Celebrated,Memory_Value_Score,Love_Growth_Trend,Attachment_Style,Breakup_Recovery_Days,Communication_Style,Emotional_Intensity,Compatibility_Score
960,Stephanie,23,Other,Heterosexual,Past,2001-02-21,2002-06-22,486 days,Casual,Engaged,Jealousy,Medium,Trust,Civil beat yes.,No,Yes,105,45,Degree bed professional skin campaign together.,23,0,78,19,18,Heartbroken,Bitter,Excited,3,7,9,Same,Love is not enough,Yes,Thinking Out Loud,73,8,Yes,1,Early spike,Avoidant,20,Open,9,1
961,Priscilla,42,Female,Pansexual,Modern,2005-08-12,2005-10-17,66 days,Casual,Serious,Long distance strain,High,Career,Yet knowledge market yes food generation home middle will name late.,No,No,161,36,Leg only physical every those land look someone ever response.,48,7,179,19,13,Shy,Excited,Excited,10,4,5,Higher,Be honest,Yes,Perfect,12,20,No,6,Decline,Secure,12,Avoidant,9,4
962,Tara,22,Male,Bisexual,Modern,2004-10-06,2005-08-02,300 days,Long-term,Casual,Different life goals,Medium,Career,Notice hospital arrive case he.,Yes,No,43,93,Method student son including point work hot quality.,31,27,134,48,12,Calm,Heartbroken,Confident,8,1,1,Lower,Communication is key,Yes,Say You Won't Let Go,5,17,No,8,Decline,Secure,39,Avoidant,6,3
963,Kelly,37,Male,Homosexual,Past,2002-02-15,2002-08-29,195 days,Flings,Undefined,Moved away,Medium,Career,Hear leg scientist area enter cut me option artist positive.,No,No,79,87,Under person space everybody happy trouble fight one successful send.,37,23,93,45,12,Numb,Shy,Numb,2,9,10,Lower,Learn to forgive,No,Perfect,88,5,No,3,Early spike,Avoidant,107,Passive,9,6
964,Christine,24,Other,Bisexual,Past,2011-12-13,2013-05-06,510 days,Casual,Serious,Moved away,High,Time management,A necessary mean wife discussion nearly staff toward approach join.,Yes,Yes,166,56,Administration feeling daughter reduce feeling street color hope along direction he trouble give name husband southern Democrat feeling.,3,3,133,37,3,Numb,Bitter,Excited,6,10,3,Lower,Value your time,Yes,Photograph,33,14,No,4,Gradual,Avoidant,107,Open,4,3
965,Phyllis,31,Non-binary,Heterosexual,Past,2002-06-17,2003-01-23,220 days,Situationship,Casual,Loss of feelings,Medium,Future plans,Region still system another race whom inside him town challenge interest future.,Yes,Yes,94,19,Church heavy in finish onto even outside quite approach building in center magazine who past mission increase.,5,12,173,36,18,Confident,Excited,Numb,7,7,9,Same,Love is not enough,No,Someone Like You,19,2,No,1,Early spike,Secure,106,Passive,4,7
966,Joel,42,Other,Pansexual,Modern,2016-04-05,2017-09-27,540 days,Long-distance,Undefined,Long distance strain,Medium,Priorities,House organization picture exactly south benefit.,No,No,109,80,Lead so hundred hold score attention.,24,16,126,6,4,Bitter,Resigned,Shy,1,8,4,Lower,Learn to forgive,No,Thinking Out Loud,12,2,Yes,1,Gradual,Avoidant,213,Avoidant,2,7
967,Victoria,29,Male,Heterosexual,Past,2004-10-23,2007-02-28,858 days,Long-distance,Engaged,Lack of communication,Low,Communication,Something hit not quality safe air outside hit executive technology stay Mrs.,Yes,Yes,54,74,Training book value life such consider range.,47,24,133,18,14,Calm,Bitter,Hopeful,10,7,1,Higher,Be honest,No,Blinding Lights,9,5,Yes,6,Early spike,Avoidant,171,Passive,6,2
968,Douglas,36,Male,Pansexual,Past,2019-03-10,2021-06-04,817 days,Flings,Engaged,Mismatch of values,Low,Career,Herself raise region learn.,Yes,No,172,11,View statement moment fly force it leg appear eye pattern activity fine perhaps base low leg.,15,11,123,25,17,Shy,Bitter,Bitter,3,9,10,Same,Trust actions not words,Yes,Say You Won't Let Go,50,7,No,1,Decline,Secure,313,Avoidant,8,4
969,Eric,40,Female,Heterosexual,Modern,2002-10-20,2003-03-30,161 days,Long-distance,Engaged,Infatuation fade,High,Communication,Reality per you pay step lose try send create sound develop thing growth yeah often program.,Yes,No,107,7,Himself and without control stop morning put summer.,11,30,43,59,8,Heartbroken,Excited,Bitter,4,1,9,Lower,Be yourself,Yes,Say You Won't Let Go,37,12,Yes,10,Early spike,Avoidant,77,Avoidant,8,8
970,Lacey,43,Female,Asexual,Modern,2009-07-11,2010-01-01,174 days,Flings,Engaged,Trust issues,Medium,Future plans,Newspaper movie media hold camera.,No,No,164,22,Half spend hand cell one sister close soldier rate pay wind senior star control list.,36,30,152,54,4,Bitter,Excited,Numb,7,3,3,Higher,Learn to forgive,Yes,Stay With Me,62,10,No,7,Early spike,Anxious,10,Passive,2,3
971,Christine,29,Other,Asexual,Modern,2008-02-28,2008-04-09,41 days,Long-term,Undefined,Moved away,Medium,Priorities,Baby total can little reduce believe describe majority discover deep since positive painting agreement able arm.,No,Yes,71,50,Nation fact number test other order fall.,14,12,27,35,13,Calm,Shy,Bitter,2,7,7,Lower,Communication is key,Yes,Let Her Go,30,7,No,7,Early spike,Anxious,75,Passive,10,10
972,Kyle,26,Non-binary,Homosexual,Modern,2017-08-17,2019-05-04,625 days,Long-term,Engaged,Arguments and fights,Medium,Time management,Land some deep those since summer red into first animal ball despite second deep network.,No,No,34,5,School only against language ready worry.,9,10,81,57,9,Shy,Confident,Heartbroken,8,1,8,Same,Trust actions not words,Yes,Photograph,16,3,No,8,Gradual,Secure,149,Passive,1,8
973,Gregory,44,Other,Homosexual,Modern,2013-11-14,2014-07-26,254 days,Situationship,Engaged,Mismatch of values,High,Future plans,Story its step statement agency just owner suggest degree door all information staff like write take whether upon race second.,No,No,154,81,Sell center the perform majority note mean pass.,40,20,40,53,11,Confident,Heartbroken,Excited,10,6,8,Same,Learn to forgive,No,Shape of You,93,18,No,3,Early spike,Anxious,164,Open,7,4
974,Ashley,25,Female,Heterosexual,Modern,2007-09-12,2009-01-16,492 days,Flings,Casual,Loss of feelings,Medium,Jealousy,Security dog visit find interview.,Yes,Yes,89,66,Concern radio increase without remain civil man store major never accept forward.,0,3,173,41,6,Joyful,Shy,Numb,4,9,9,Higher,Communication is key,No,Blinding Lights,41,20,No,3,Decline,Secure,262,Open,1,10
975,Amy,26,Other,Pansexual,Modern,2012-04-23,2013-05-09,381 days,Long-distance,Casual,Third-party interference,High,Social media use,Health various court never from reveal parent your week your experience stand.,No,No,137,94,Past sort white pick start.,38,23,146,3,12,Bitter,Hopeful,Numb,7,4,7,Lower,Self-love matters,Yes,Thinking Out Loud,7,7,Yes,8,Early spike,Secure,271,Passive,4,7
976,Joseph,43,Non-binary,Bisexual,Past,2009-01-11,2010-02-21,406 days,Long-term,Casual,Emotional unavailability,Medium,Priorities,Group apply drop man shake.,Yes,No,147,32,Toward base treat role land audience hour human onto return customer.,46,23,29,37,0,Hopeful,Resigned,Joyful,5,1,6,Lower,Trust actions not words,No,Say You Won't Let Go,7,12,No,2,Early spike,Avoidant,334,Avoidant,7,10
977,Danielle,43,Female,Heterosexual,Modern,2014-06-26,2015-11-30,522 days,Flings,Undefined,Jealousy,Medium,Communication,Team study this again hour.,No,No,59,66,Follow believe computer over vote own former defense away yes.,50,22,70,10,2,Numb,Hopeful,Bitter,10,9,5,Same,Love is not enough,No,Perfect,4,9,Yes,3,Early spike,Secure,145,Passive,4,3
978,Joseph,45,Non-binary,Pansexual,Modern,2002-01-15,2003-04-07,447 days,Flings,Serious,Third-party interference,Low,Family interference,Mouth tonight cultural like during brother everything raise center animal us suggest peace receive color religious.,No,No,151,1,Factor yard itself address day drop head conference reflect suddenly father speak couple though who.,42,25,153,34,3,Confident,Resigned,Excited,6,5,10,Lower,Value your time,Yes,Photograph,56,7,No,3,Early spike,Avoidant,227,Passive,4,10
979,Derek,34,Female,Asexual,Modern,2004-06-10,2004-08-05,56 days,Flings,Undefined,Mismatch of values,Low,Communication,Defense wall argue onto.,No,No,174,98,Difficult me party reduce green past impact because east.,29,30,60,25,0,Joyful,Excited,Heartbroken,1,9,8,Lower,Communication is key,No,Stay With Me,63,18,No,1,Early spike,Avoidant,316,Passive,4,3
980,Brad,35,Male,Heterosexual,Modern,2006-10-14,2007-10-18,369 days,Flings,Engaged,Addiction issues,Medium,Priorities,Ready claim rock meet conference series pull project responsibility.,No,Yes,68,61,Choose report feeling rest know future low know image manage cut guy before.,46,29,67,57,8,Calm,Calm,Excited,8,1,9,Lower,Communication is key,No,Stay With Me,68,14,No,5,Decline,Avoidant,27,Passive,4,8
981,Anthony,23,Female,Heterosexual,Modern,2022-09-24,2024-02-03,497 days,Casual,Undefined,Mental health problems,High,Time management,Free class education interview occur feeling citizen believe today possible and cause management.,Yes,No,47,94,Carry plan however cultural discuss soldier how future company under.,34,27,179,55,2,Bitter,Confident,Resigned,9,3,4,Same,Self-love matters,No,Photograph,66,12,Yes,9,Decline,Secure,183,Passive,1,9
982,Kelly,37,Non-binary,Heterosexual,Past,2010-08-19,2011-12-02,470 days,Flings,Engaged,Emotional unavailability,Medium,Social media use,Organization feeling attention hundred tell lose purpose.,Yes,No,46,98,Commercial and old red office which politics couple happen.,48,20,41,31,3,Shy,Joyful,Excited,8,9,6,Same,Love is not enough,No,Thinking Out Loud,78,14,No,5,Decline,Secure,150,Avoidant,5,1
983,Anna,39,Non-binary,Pansexual,Modern,2008-12-04,2009-02-25,83 days,Situationship,Serious,Career priorities,Medium,Future plans,Approach may television huge relate would consider.,Yes,Yes,158,71,Fire couple light spend build door kitchen decade no than ready fear likely teach cultural which visit.,0,23,35,10,4,Hopeful,Confident,Hopeful,8,9,9,Lower,Communication is key,No,Stay With Me,88,7,No,8,Gradual,Avoidant,119,Avoidant,7,9
984,Rachel,27,Other,Pansexual,Past,2012-05-09,2013-11-12,552 days,Long-distance,Undefined,Moved away,High,Communication,Understand save cultural president expert dog threat.,No,No,15,55,Language pull building toward center rather consumer.,3,1,134,6,15,Calm,Confident,Hopeful,5,3,2,Higher,Set boundaries,Yes,Perfect,62,7,No,6,Gradual,Anxious,147,Open,1,3
985,Nicholas,26,Other,Homosexual,Modern,2003-06-09,2005-07-15,767 days,Situationship,Engaged,Career priorities,Medium,Jealousy,Across until father pressure sit table travel be cell think top common gas maybe trade health.,Yes,No,71,9,Enough begin bar garden coach cultural discover heavy consumer.,21,8,42,33,11,Excited,Hopeful,Calm,1,2,7,Higher,Love is not enough,Yes,Let Her Go,12,6,Yes,3,Early spike,Secure,252,Passive,6,10
986,Michael,40,Non-binary,Pansexual,Modern,2000-12-10,2002-08-18,616 days,Situationship,Engaged,Family disapproval,Medium,Time management,Ago rather once politics require few crime great task actually leg same figure range she easy.,No,Yes,38,44,Fish available situation race project respond green meeting.,33,10,27,17,2,Joyful,Shy,Hopeful,8,2,6,Higher,Choose wisely,No,Say You Won't Let Go,61,4,No,6,Early spike,Secure,132,Open,7,5
987,Sandra,33,Non-binary,Bisexual,Modern,2012-07-08,2014-04-29,660 days,Casual,Casual,Moved away,Medium,Future plans,Onto group pull camera yet much into trip director serve audience finish dog.,No,No,59,38,Health figure anything weight safe.,15,23,165,5,13,Resigned,Confident,Numb,10,8,1,Same,Set boundaries,Yes,Perfect,47,18,Yes,6,Decline,Anxious,93,Avoidant,8,5
988,James,44,Female,Bisexual,Past,2021-12-16,2023-09-30,653 days,Long-distance,Engaged,Moved away,Medium,Future plans,Official hundred challenge religious notice three interview analysis west stage unit cell.,Yes,No,30,43,Wish lot financial represent.,27,21,161,5,17,Shy,Heartbroken,Confident,5,2,5,Higher,Value your time,Yes,Stay With Me,100,2,No,9,Gradual,Anxious,15,Open,1,6
989,Kristen,39,Non-binary,Homosexual,Modern,2006-07-31,2008-08-16,747 days,Long-term,Casual,Lack of communication,Low,Trust,Big cost government girl available those.,Yes,No,20,4,Issue owner Mr event often pay sea risk account ready cover computer.,9,26,11,52,4,Hopeful,Confident,Bitter,1,8,5,Same,Be honest,Yes,Let Her Go,77,14,No,2,Gradual,Anxious,321,Passive,3,2
990,Wesley,42,Female,Homosexual,Modern,2004-11-29,2005-07-01,214 days,Long-term,Casual,Emotional unavailability,Medium,Future plans,While his inside half away another money any stuff form onto.,No,Yes,119,63,Make business different source list.,33,25,56,56,18,Calm,Heartbroken,Hopeful,4,4,10,Same,Set boundaries,No,All of Me,87,12,Yes,3,Early spike,Secure,360,Open,8,9
991,Megan,41,Male,Pansexual,Modern,2017-07-01,2019-10-19,840 days,Flings,Serious,Mismatch of values,Low,Family interference,Mention body collection off wait ok should find church skin as everyone find should.,No,No,161,30,Begin nation ball medical attention method traditional card rise simply board.,49,6,65,22,10,Calm,Bitter,Numb,8,6,3,Lower,Be honest,No,All of Me,16,5,No,3,Early spike,Secure,160,Open,7,6
992,Steven,22,Male,Bisexual,Modern,2002-01-07,2002-08-02,207 days,Casual,Engaged,Addiction issues,Medium,Priorities,Certain run customer science real all establish first statement middle result.,No,Yes,84,90,Put author better focus also pick west fear side life.,48,11,172,59,8,Bitter,Bitter,Joyful,9,9,8,Higher,Choose wisely,No,All of Me,82,9,No,2,Decline,Avoidant,155,Passive,7,4
993,Thomas,25,Male,Homosexual,Modern,2009-03-30,2010-01-04,280 days,Long-distance,Engaged,Arguments and fights,Low,Communication,Full study you teacher keep ball writer drop inside.,No,Yes,32,39,Hotel condition election pay manager how tonight.,48,26,160,50,11,Calm,Confident,Shy,9,10,4,Lower,Trust actions not words,No,Stay With Me,51,4,Yes,9,Decline,Anxious,22,Passive,7,3
994,Megan,38,Female,Homosexual,Past,2005-04-27,2006-07-10,439 days,Situationship,Casual,Emotional unavailability,Low,Trust,These score give charge another decide painting check work old happy itself environment someone pull own.,No,No,97,24,Big listen wide woman minute work chair already resource nearly.,33,8,167,47,3,Excited,Hopeful,Bitter,1,8,2,Lower,Learn to forgive,Yes,Shape of You,38,9,Yes,2,Gradual,Anxious,353,Avoidant,7,5
995,Nancy,41,Non-binary,Homosexual,Modern,2006-05-01,2008-07-07,798 days,Casual,Engaged,Trust issues,Medium,Communication,Fish able you cut oil how age like early mention.,Yes,Yes,119,38,Interesting and animal foreign camera within Mr great.,4,0,170,8,11,Joyful,Shy,Numb,8,1,6,Lower,Set boundaries,Yes,Someone Like You,48,7,No,6,Gradual,Avoidant,61,Passive,7,8
996,Thomas,39,Male,Homosexual,Past,2006-01-01,2007-06-21,536 days,Flings,Casual,Loss of feelings,Low,Communication,Modern figure stand address inside will dinner tell foot.,No,Yes,162,13,Analysis partner much news agreement tough.,37,27,59,8,1,Numb,Resigned,Hopeful,10,5,2,Higher,Be yourself,Yes,Photograph,26,19,Yes,10,Decline,Avoidant,101,Open,10,4
997,Denise,45,Non-binary,Heterosexual,Modern,2018-12-26,2020-10-01,645 days,Long-term,Undefined,Long distance strain,Low,Trust,Level message seven half market least from office near expect car last nothing to small concern best.,Yes,No,74,9,Tell remain girl office from.,27,23,15,56,4,Hopeful,Resigned,Shy,2,3,9,Lower,Set boundaries,Yes,All of Me,48,15,No,8,Decline,Avoidant,125,Passive,4,3
998,Paul,34,Other,Heterosexual,Past,2010-04-11,2011-02-28,323 days,Flings,Engaged,Arguments and fights,Medium,Career,Admit reach letter capital bill rule respond will phone leader prepare herself.,Yes,No,87,74,Break window parent seek say government explain law manage sport though suffer.,34,6,164,19,20,Excited,Excited,Hopeful,6,4,4,Higher,Be honest,No,Photograph,15,20,No,4,Gradual,Avoidant,55,Open,5,6
999,Robert,44,Male,Bisexual,Past,2009-06-10,2009-07-14,34 days,Situationship,Serious,Financial problems,High,Career,Manage director first some nearly care paper half tree hotel vote spring wear chair now.,No,No,44,43,Tonight study week effect write operation spring area fire hard through ability high chance himself foreign.,50,0,65,38,8,Resigned,Resigned,Resigned,9,4,3,Higher,Communication is key,No,Someone Like You,41,16,No,6,Gradual,Avoidant,86,Open,1,4
1000,David,37,Non-binary,Pansexual,Past,2006-10-07,2007-04-21,196 days,Long-distance,Casual,Lack of communication,Low,Time management,Peace gas off cell son popular decision dinner two community.,Yes,No,1,63,Reduce six through wonder yard clearly maybe between country however agree.,4,17,106,54,4,Calm,Confident,Shy,2,5,8,Higher,Self-love matters,Yes,Photograph,45,14,Yes,2,Early spike,Anxious,105,Passive,9,8
1001,Nathaniel,40,Female,Heterosexual,Modern,2021-02-14,2022-02-01,352 days,Long-distance,Engaged,Family disapproval,Low,Career,Partner glass act pull indeed popular soldier use fine kid.,Yes,No,32,54,Line just local food administration research song tell wall bad.,30,13,78,3,0,Numb,Heartbroken,Shy,8,8,10,Higher,Value your time,No,Shape of You,95,10,No,3,Decline,Avoidant,10,Passive,8,1
1002,Suzanne,22,Male,Asexual,Past,2023-06-17,2023-11-19,155 days,Long-term,Engaged,Mismatch of values,Medium,Priorities,Consider notice choose four create draw.,No,No,36,17,Reduce until bill economic leg war party player cup.,43,2,12,2,19,Hopeful,Shy,Heartbroken,9,5,2,Lower,Self-love matters,No,Blinding Lights,50,20,Yes,5,Gradual,Secure,143,Avoidant,9,8
1003,Dustin,41,Female,Homosexual,Modern,2003-02-11,2004-03-12,395 days,Flings,Casual,Mental health problems,Low,Trust,Issue above certainly that idea table act.,No,No,108,26,Top dark worker close effort TV perhaps.,29,19,89,50,15,Bitter,Numb,Hopeful,2,2,3,Same,Communication is key,No,Stay With Me,88,13,No,4,Gradual,Avoidant,126,Passive,6,1
1004,Mark,29,Non-binary,Pansexual,Past,2004-05-07,2005-06-25,414 days,Situationship,Serious,Career priorities,High,Future plans,Yourself say hundred life theory blood.,No,No,180,5,Audience appear fight cell test magazine sure others high.,22,29,168,16,3,Shy,Confident,Confident,6,10,9,Lower,Self-love matters,No,Thinking Out Loud,43,8,Yes,7,Gradual,Secure,184,Passive,9,2
1005,Sheila,38,Non-binary,Heterosexual,Modern,2019-09-09,2021-06-30,660 days,Flings,Casual,Trust issues,Medium,Money,Blue source while toward represent section should traditional street.,Yes,No,17,56,Performance smile action fall purpose challenge.,50,27,64,10,15,Calm,Bitter,Resigned,10,1,2,Higher,Set boundaries,Yes,Let Her Go,99,17,No,4,Gradual,Anxious,316,Passive,9,6
